id,city,curr_diagnose,sum_diagnose,death,cure,date,note
4121,晋城,6,10,0,4,2020/2/21,
4122,长治,5,8,0,3,2020/2/21,
4123,朔州,5,8,0,3,2020/2/21,
4124,运城,3,19,0,16,2020/2/21,
4125,忻州,3,7,0,4,2020/2/21,
4126,阳泉,2,4,0,2,2020/2/21,
4127,临汾,1,2,0,1,2020/2/21,
4128,吕梁,0,6,0,6,2020/2/21,
4129,乌鲁木齐,13,23,0,10,2020/2/21,
4130,伊犁州,12,18,0,6,2020/2/21,
4131,兵团第四师,10,10,0,0,2020/2/21,
4132,兵团第九师,4,4,0,0,2020/2/21,
4133,兵团第十二师,3,3,0,0,2020/2/21,
4134,昌吉州,2,4,0,2,2020/2/21,
4135,吐鲁番市,2,3,0,1,2020/2/21,
4136,兵团第八师石河子市,2,4,1,1,2020/2/21,
4137,兵团第六师五家渠市,2,2,0,0,2020/2/21,
4138,巴州,1,3,0,2,2020/2/21,
4139,兵团第七师,0,1,0,1,2020/2/21,
4140,阿克苏地区,0,1,0,1,2020/2/21,
4141,长春,23,45,0,22,2020/2/21,
4142,四平市,6,15,1,8,2020/2/21,
4143,辽源,6,7,0,1,2020/2/21,
4144,公主岭,4,6,0,2,2020/2/21,
4145,通化,3,4,0,1,2020/2/21,
4146,吉林市,1,5,0,4,2020/2/21,
4147,延边,1,5,0,4,2020/2/21,
4148,白城,1,1,0,0,2020/2/21,
4149,松原,0,2,0,2,2020/2/21,
4150,梅河口,0,1,0,1,2020/2/21,
4151,吴忠,16,28,0,12,2020/2/21,
4152,银川,5,33,0,28,2020/2/21,
4153,固原,2,5,0,3,2020/2/21,
4154,中卫,0,3,0,3,2020/2/21,
4155,宁东,0,1,0,1,2020/2/21,
4156,石嘴山,0,1,0,1,2020/2/21,
4157,兰州,7,36,2,27,2020/2/21,
4158,平凉,3,9,0,6,2020/2/21,
4159,甘南,2,8,0,6,2020/2/21,
4160,定西,1,9,0,8,2020/2/21,
4161,白银,1,4,0,3,2020/2/21,
4162,庆阳,1,3,0,2,2020/2/21,
4163,天水,0,12,0,12,2020/2/21,
4164,陇南,0,4,0,4,2020/2/21,
4165,临夏,0,3,0,3,2020/2/21,
4166,张掖,0,2,0,2,2020/2/21,
4167,金昌,0,1,0,1,2020/2/21,
4168,西宁,0,15,0,15,2020/2/21,
4169,海北州,0,3,0,3,2020/2/21,
4170,拉萨,0,1,0,1,2020/2/21,
4171,武汉,36174,46201,1856,8171,2020/2/22,
4172,孝感,2263,3443,102,1078,2020/2/22,
4173,黄冈,1266,2904,98,1540,2020/2/22,
4174,鄂州,922,1379,40,417,2020/2/22,
4175,荆州,852,1574,41,681,2020/2/22,
4176,随州,772,1300,30,498,2020/2/22,
4177,襄阳,682,1173,28,463,2020/2/22,
4178,宜昌,599,917,29,289,2020/2/22,
4179,黄石,530,1001,29,442,2020/2/22,
4180,荆门,520,918,37,361,2020/2/22,
4181,咸宁,427,836,11,398,2020/2/22,
4182,十堰,398,667,2,267,2020/2/22,
4183,仙桃,304,571,19,248,2020/2/22,
4184,监狱系统,250,253,0,3,2020/2/22,
4185,天门,249,494,13,232,2020/2/22,
4186,恩施州,125,251,3,123,2020/2/22,
4187,潜江,105,191,8,78,2020/2/22,
4188,神农架林区,1,11,0,10,2020/2/22,
4189,深圳,189,417,2,226,2020/2/22,
4190,广州,153,343,0,190,2020/2/22,
4191,东莞,61,93,1,31,2020/2/22,
4192,佛山,50,84,0,34,2020/2/22,
4193,珠海,45,98,1,52,2020/2/22,
4194,中山,20,66,0,46,2020/2/22,
4195,惠州,16,62,0,46,2020/2/22,
4196,江门,14,23,0,9,2020/2/22,
4197,湛江,10,22,0,12,2020/2/22,
4198,肇庆,10,19,1,8,2020/2/22,
4199,茂名,8,14,0,6,2020/2/22,
4200,汕头,5,25,0,20,2020/2/22,
4201,梅州,5,16,0,11,2020/2/22,
4202,韶关,4,10,0,6,2020/2/22,
4203,揭阳,4,8,0,4,2020/2/22,
4204,阳江,3,13,0,10,2020/2/22,
4205,汕尾,3,5,0,2,2020/2/22,
4206,河源,3,4,0,1,2020/2/22,
4207,清远,2,12,0,10,2020/2/22,
4208,潮州,1,5,0,4,2020/2/22,
4209,温州,223,504,1,280,2020/2/22,
4210,台州,54,146,0,92,2020/2/22,
4211,宁波,51,157,0,106,2020/2/22,
4212,杭州,48,169,0,121,2020/2/22,
4213,省十里丰监狱,36,36,0,0,2020/2/22,
4214,嘉兴,22,45,0,23,2020/2/22,
4215,绍兴,20,42,0,22,2020/2/22,
4216,金华,16,55,0,39,2020/2/22,
4217,舟山,5,10,0,5,2020/2/22,
4218,衢州,4,14,0,10,2020/2/22,
4219,丽水,3,17,0,14,2020/2/22,
4220,湖州,3,10,0,7,2020/2/22,
4221,济宁,223,253,0,30,2020/2/22,
4222,烟台,29,47,0,18,2020/2/22,
4223,潍坊,27,44,0,17,2020/2/22,
4224,济南,25,47,0,22,2020/2/22,
4225,青岛,24,59,1,34,2020/2/22,
4226,德州,23,37,2,12,2020/2/22,
4227,威海,17,38,0,21,2020/2/22,
4228,聊城,16,38,0,22,2020/2/22,
4229,淄博,16,30,0,14,2020/2/22,
4230,泰安,15,35,1,19,2020/2/22,
4231,枣庄,10,24,0,14,2020/2/22,
4232,日照,7,16,0,9,2020/2/22,
4233,临沂,5,49,0,44,2020/2/22,
4234,滨州,4,15,0,11,2020/2/22,
4235,菏泽,3,18,0,15,2020/2/22,
4236,信阳,124,274,2,148,2020/2/22,
4237,郑州,59,157,0,98,2020/2/22,
4238,南阳,49,155,2,104,2020/2/22,
4239,驻马店,28,139,0,111,2020/2/22,
4240,周口,28,76,0,48,2020/2/22,
4241,商丘,20,91,3,68,2020/2/22,
4242,安阳,20,53,0,33,2020/2/22,
4243,平顶山,18,58,1,39,2020/2/22,
4244,焦作,16,32,1,15,2020/2/22,
4245,许昌,13,39,0,26,2020/2/22,
4246,漯河,13,35,0,22,2020/2/22,
4247,洛阳,12,31,1,18,2020/2/22,
4248,新乡,11,57,3,43,2020/2/22,
4249,开封,10,26,0,16,2020/2/22,
4250,鹤壁,10,19,0,9,2020/2/22,
4251,濮阳,10,17,0,7,2020/2/22,
4252,济源,2,5,0,3,2020/2/22,
4253,三门峡,1,7,0,6,2020/2/22,
4254,蚌埠,74,160,5,81,2020/2/22,
4255,合肥,69,174,1,104,2020/2/22,
4256,阜阳,56,155,0,99,2020/2/22,
4257,亳州,35,108,0,73,2020/2/22,
4258,六安,30,69,0,39,2020/2/22,
4259,安庆,22,83,0,61,2020/2/22,
4260,马鞍山,19,38,0,19,2020/2/22,
4261,铜陵,16,29,0,13,2020/2/22,
4262,宿州,15,41,0,26,2020/2/22,
4263,淮南,13,27,0,14,2020/2/22,
4264,淮北,12,27,0,15,2020/2/22,
4265,芜湖,8,33,0,25,2020/2/22,
4266,池州,7,17,0,10,2020/2/22,
4267,滁州,5,13,0,8,2020/2/22,
4268,黄山,3,9,0,6,2020/2/22,
4269,宣城,2,6,0,4,2020/2/22,
4270,九江,71,118,0,47,2020/2/22,
4271,南昌,67,229,0,162,2020/2/22,
4272,上饶,48,123,0,75,2020/2/22,
4273,宜春,48,106,0,58,2020/2/22,
4274,新余,43,130,0,87,2020/2/22,
4275,赣州,35,76,1,40,2020/2/22,
4276,抚州,26,72,0,46,2020/2/22,
4277,萍乡,22,33,0,11,2020/2/22,
4278,鹰潭,14,18,0,4,2020/2/22,
4279,吉安,11,22,0,11,2020/2/22,
4280,景德镇,3,6,0,3,2020/2/22,
4281,赣江新区,1,1,0,0,2020/2/22,
4282,长沙,110,242,2,130,2020/2/22,
4283,岳阳,68,156,1,87,2020/2/22,
4284,株洲,32,79,0,47,2020/2/22,
4285,娄底,21,76,0,55,2020/2/22,
4286,常德,20,80,0,60,2020/2/22,
4287,湘潭,17,36,0,19,2020/2/22,
4288,邵阳,15,102,1,86,2020/2/22,
4289,衡阳,11,48,0,37,2020/2/22,
4290,郴州,8,39,0,31,2020/2/22,
4291,益阳,7,59,0,52,2020/2/22,
4292,永州,6,43,0,37,2020/2/22,
4293,怀化,2,40,0,38,2020/2/22,
4294,湘西自治州,0,8,0,8,2020/2/22,
4295,张家界,0,5,0,5,2020/2/22,
4296,成都,65,143,3,75,2020/2/22,
4297,甘孜州,57,69,0,12,2020/2/22,
4298,达州,28,41,0,13,2020/2/22,
4299,南充,20,38,0,18,2020/2/22,
4300,泸州,18,24,0,6,2020/2/22,
4301,巴中,14,24,0,10,2020/2/22,
4302,内江,12,22,0,10,2020/2/22,
4303,德阳,12,18,0,6,2020/2/22,
4304,广安,10,30,0,20,2020/2/22,
4305,绵阳,10,22,0,12,2020/2/22,
4306,遂宁,7,17,0,10,2020/2/22,
4307,凉山州,5,13,0,8,2020/2/22,
4308,宜宾,4,12,0,8,2020/2/22,
4309,雅安,3,7,0,4,2020/2/22,
4310,自贡,2,9,0,7,2020/2/22,
4311,眉山,2,8,0,6,2020/2/22,
4312,攀枝花,1,16,0,15,2020/2/22,
4313,广元,1,6,0,5,2020/2/22,
4314,乐山,1,3,0,2,2020/2/22,
4315,资阳,1,3,0,2,2020/2/22,
4316,阿坝州,0,1,0,1,2020/2/22,
4317,哈尔滨,118,198,3,77,2020/2/22,
4318,鸡西,32,46,0,14,2020/2/22,
4319,双鸭山,30,52,3,19,2020/2/22,
4320,齐齐哈尔,19,43,1,23,2020/2/22,
4321,大庆,17,26,1,8,2020/2/22,
4322,绥化,14,47,4,29,2020/2/22,
4323,七台河,8,17,0,9,2020/2/22,
4324,牡丹江,8,14,0,6,2020/2/22,
4325,黑河,5,14,0,9,2020/2/22,
4326,鹤岗,1,5,0,4,2020/2/22,
4327,伊春,1,1,0,0,2020/2/22,
4328,佳木斯,0,15,0,15,2020/2/22,
4329,大兴安岭,0,2,0,2,2020/2/22,
4330,万州区,48,118,4,66,2020/2/22,
4331,江北区,18,28,0,10,2020/2/22,
4332,奉节县,12,22,0,10,2020/2/22,
4333,潼南区,12,18,0,6,2020/2/22,
4334,綦江区,11,23,0,12,2020/2/22,
4335,合川区,10,23,0,13,2020/2/22,
4336,长寿区,10,21,0,11,2020/2/22,
4337,垫江县,10,20,0,10,2020/2/22,
4338,南岸区,10,15,0,5,2020/2/22,
4339,九龙坡区,8,20,1,11,2020/2/22,
4340,渝北区,7,17,0,10,2020/2/22,
4341,两江新区,7,17,0,10,2020/2/22,
4342,沙坪坝区,7,8,0,1,2020/2/22,
4343,云阳县,6,25,0,19,2020/2/22,
4344,铜梁区,6,10,0,4,2020/2/22,
4345,丰都县,6,10,0,4,2020/2/22,
4346,渝中区,5,20,0,15,2020/2/22,
4347,大足区,5,14,0,9,2020/2/22,
4348,巫溪县,5,14,0,9,2020/2/22,
4349,开州区,4,21,1,16,2020/2/22,
4350,石柱县,4,15,0,11,2020/2/22,
4351,巫山县,4,10,0,6,2020/2/22,
4352,荣昌区,4,9,0,5,2020/2/22,
4353,忠县,3,21,0,18,2020/2/22,
4354,巴南区,3,6,0,3,2020/2/22,
4355,涪陵区,3,5,0,2,2020/2/22,
4356,璧山区,2,9,0,7,2020/2/22,
4357,高新区,2,4,0,2,2020/2/22,
4358,彭水县,2,2,0,0,2020/2/22,
4359,大渡口区,1,7,0,6,2020/2/22,
4360,永川区,1,5,0,4,2020/2/22,
4361,江津区,1,4,0,3,2020/2/22,
4362,酉阳县,1,1,0,0,2020/2/22,
4363,万盛经开区,1,1,0,0,2020/2/22,
4364,梁平区,0,4,0,4,2020/2/22,
4365,黔江区,0,2,0,2,2020/2/22,
4366,城口县,0,2,0,2,2020/2/22,
4367,武隆区,0,1,0,1,2020/2/22,
4368,秀山县,0,1,0,1,2020/2/22,
4369,南京,41,93,0,52,2020/2/22,
4370,苏州,38,87,0,49,2020/2/22,
4371,淮安,29,66,0,37,2020/2/22,
4372,连云港,26,48,0,22,2020/2/22,
4373,无锡,18,55,0,37,2020/2/22,
4374,徐州,16,79,0,63,2020/2/22,
4375,常州,15,51,0,36,2020/2/22,
4376,南通,12,40,0,28,2020/2/22,
4377,泰州,12,37,0,25,2020/2/22,
4378,扬州,8,23,0,15,2020/2/22,
4379,盐城,7,27,0,20,2020/2/22,
4380,宿迁,5,13,0,8,2020/2/22,
4381,镇江,3,12,0,9,2020/2/22,
4382,海淀区,62,62,0,0,2020/2/22,
4383,朝阳区,60,60,0,0,2020/2/22,
4384,西城区,53,53,0,0,2020/2/22,
4385,丰台区,38,41,0,3,2020/2/22,
4386,大兴区,37,39,0,2,2020/2/22,
4387,昌平区,29,29,0,0,2020/2/22,
4388,外地来京人员,24,26,0,2,2020/2/22,
4389,通州区,18,19,0,1,2020/2/22,
4390,房山区,13,16,0,3,2020/2/22,
4391,石景山区,13,14,0,1,2020/2/22,
4392,东城区,11,12,0,1,2020/2/22,
4393,顺义区,10,10,0,0,2020/2/22,
4394,怀柔区,7,7,0,0,2020/2/22,
4395,密云区,7,7,0,0,2020/2/22,
4396,门头沟区,1,3,0,2,2020/2/22,
4397,延庆区,1,1,0,0,2020/2/22,
4398,北海,29,44,1,14,2020/2/22,
4399,南宁,27,55,0,28,2020/2/22,
4400,河池,20,25,1,4,2020/2/22,
4401,桂林,15,32,0,17,2020/2/22,
4402,柳州,13,24,0,11,2020/2/22,
4403,防城港,13,19,0,6,2020/2/22,
4404,来宾,11,11,0,0,2020/2/22,
4405,玉林,5,11,0,6,2020/2/22,
4406,贵港,5,8,0,3,2020/2/22,
4407,钦州,2,8,0,6,2020/2/22,
4408,贺州,2,4,0,2,2020/2/22,
4409,百色,1,3,0,2,2020/2/22,
4410,梧州,0,5,0,5,2020/2/22,
4411,莆田,31,55,0,24,2020/2/22,
4412,泉州,27,46,0,19,2020/2/22,
4413,福州,21,71,0,50,2020/2/22,
4414,厦门,18,35,0,17,2020/2/22,
4415,南平,10,20,0,10,2020/2/22,
4416,三明,9,14,0,5,2020/2/22,
4417,宁德,6,26,0,20,2020/2/22,
4418,漳州,6,20,0,14,2020/2/22,
4419,龙岩,3,6,0,3,2020/2/22,
4420,外地来沪人员,33,111,1,77,2020/2/22,
4421,浦东新区,17,60,0,43,2020/2/22,
4422,宝山区,11,21,0,10,2020/2/22,
4423,嘉定区,6,9,0,3,2020/2/22,
4424,徐汇区,5,18,0,13,2020/2/22,
4425,静安区,5,16,0,11,2020/2/22,
4426,松江区,5,14,0,9,2020/2/22,
4427,闵行区,4,19,0,15,2020/2/22,
4428,杨浦区,4,9,0,5,2020/2/22,
4429,奉贤区,4,9,0,5,2020/2/22,
4430,普陀区,3,11,0,8,2020/2/22,
4431,黄浦区,3,6,0,3,2020/2/22,
4432,长宁区,2,13,0,11,2020/2/22,
4433,虹口区,2,7,0,5,2020/2/22,
4434,崇明区,2,4,0,2,2020/2/22,
4435,金山区,1,3,0,2,2020/2/22,
4436,青浦区,0,5,0,5,2020/2/22,
4437,唐山,37,58,1,20,2020/2/22,
4438,沧州,19,48,3,26,2020/2/22,
4439,邯郸,10,32,0,22,2020/2/22,
4440,石家庄,10,29,0,19,2020/2/22,
4441,张家口,8,34,0,26,2020/2/22,
4442,廊坊,5,30,0,25,2020/2/22,
4443,邢台,4,23,1,18,2020/2/22,
4444,保定,3,32,0,29,2020/2/22,
4445,秦皇岛,3,10,1,6,2020/2/22,
4446,衡水,1,8,0,7,2020/2/22,
4447,承德,1,7,0,6,2020/2/22,
4448,西安,47,120,1,72,2020/2/22,
4449,汉中,16,26,0,10,2020/2/22,
4450,渭南,11,15,0,4,2020/2/22,
4451,安康,10,26,0,16,2020/2/22,
4452,咸阳,3,17,0,14,2020/2/22,
4453,商洛,3,7,0,4,2020/2/22,
4454,宝鸡,2,13,0,11,2020/2/22,
4455,铜川,2,8,0,6,2020/2/22,
4456,杨凌,1,1,0,0,2020/2/22,
4457,延安,0,8,0,8,2020/2/22,
4458,榆林,0,3,0,3,2020/2/22,
4459,韩城,0,1,0,1,2020/2/22,
4460,宝坻区,41,60,2,17,2020/2/22,
4461,河东区,6,15,1,8,2020/2/22,
4462,北辰区,4,6,0,2,2020/2/22,
4463,南开区,4,6,0,2,2020/2/22,
4464,宁河区,3,4,0,1,2020/2/22,
4465,河北区,2,12,0,10,2020/2/22,
4466,和平区,2,6,0,4,2020/2/22,
4467,外地来津人员,2,6,0,4,2020/2/22,
4468,东丽区,2,4,0,2,2020/2/22,
4469,河西区,2,4,0,2,2020/2/22,
4470,滨海新区,1,3,0,2,2020/2/22,
4471,武清区,1,2,0,1,2020/2/22,
4472,西青区,0,4,0,4,2020/2/22,
4473,红桥区,0,2,0,2,2020/2/22,
4474,津南区,0,1,0,1,2020/2/22,
4475,昆明,21,53,0,32,2020/2/22,
4476,昭通,15,25,0,10,2020/2/22,
4477,西双版纳,5,15,1,9,2020/2/22,
4478,曲靖,5,13,0,8,2020/2/22,
4479,红河州,5,9,0,4,2020/2/22,
4480,玉溪,4,14,1,9,2020/2/22,
4481,保山,4,9,0,5,2020/2/22,
4482,德宏州,3,5,0,2,2020/2/22,
4483,大理州,2,13,0,11,2020/2/22,
4484,文山州,1,2,0,1,2020/2/22,
4485,丽江,0,7,0,7,2020/2/22,
4486,普洱,0,4,0,4,2020/2/22,
4487,楚雄州,0,4,0,4,2020/2/22,
4488,临沧,0,1,0,1,2020/2/22,
4489,三亚,23,54,1,30,2020/2/22,
4490,海口,19,39,0,20,2020/2/22,
4491,昌江,5,7,0,2,2020/2/22,
4492,万宁,4,13,0,9,2020/2/22,
4493,儋州,3,15,0,12,2020/2/22,
4494,澄迈,3,9,1,5,2020/2/22,
4495,陵水,3,4,0,1,2020/2/22,
4496,临高,2,6,0,4,2020/2/22,
4497,保亭,2,3,0,1,2020/2/22,
4498,琼海,1,6,1,4,2020/2/22,
4499,东方,1,3,0,2,2020/2/22,
4500,定安,0,3,1,2,2020/2/22,
4501,文昌,0,3,0,3,2020/2/22,
4502,乐东,0,2,0,2,2020/2/22,
4503,琼中,0,1,0,1,2020/2/22,
4504,贵阳,17,36,1,18,2020/2/22,
4505,遵义,14,32,0,18,2020/2/22,
4506,毕节,10,23,0,13,2020/2/22,
4507,黔南州,5,17,0,12,2020/2/22,
4508,六盘水,3,10,1,6,2020/2/22,
4509,安顺,3,4,0,1,2020/2/22,
4510,黔东南州,2,10,0,8,2020/2/22,
4511,铜仁,0,10,0,10,2020/2/22,
4512,黔西南州,0,4,0,4,2020/2/22,
4513,大连,10,19,0,9,2020/2/22,
4514,沈阳,8,28,0,20,2020/2/22,
4515,葫芦岛,6,12,1,5,2020/2/22,
4516,盘锦,6,11,0,5,2020/2/22,
4517,铁岭,6,7,0,1,2020/2/22,
4518,阜新,5,8,0,3,2020/2/22,
4519,鞍山,4,4,0,0,2020/2/22,
4520,锦州,3,12,0,9,2020/2/22,
4521,朝阳,3,6,0,3,2020/2/22,
4522,丹东,1,7,0,6,2020/2/22,
4523,本溪,0,3,0,3,2020/2/22,
4524,辽阳,0,3,0,3,2020/2/22,
4525,营口,0,1,0,1,2020/2/22,
4526,晋中,14,36,0,22,2020/2/22,
4527,太原,8,20,0,12,2020/2/22,
4528,大同,6,12,0,6,2020/2/22,
4529,晋城,5,10,0,5,2020/2/22,
4530,长治,5,8,0,3,2020/2/22,
4531,朔州,5,8,0,3,2020/2/22,
4532,运城,3,19,0,16,2020/2/22,
4533,忻州,3,7,0,4,2020/2/22,
4534,阳泉,1,4,0,3,2020/2/22,
4535,临汾,1,2,0,1,2020/2/22,
4536,吕梁,0,6,0,6,2020/2/22,
4537,锡林郭勒盟,8,9,0,1,2020/2/22,
4538,包头,7,11,0,4,2020/2/22,
4539,赤峰,6,9,0,3,2020/2/22,
4540,通辽,6,7,0,1,2020/2/22,
4541,巴彦淖尔,5,8,0,3,2020/2/22,
4542,呼和浩特,5,7,0,2,2020/2/22,
4543,鄂尔多斯,4,11,0,7,2020/2/22,
4544,呼伦贝尔,3,7,0,4,2020/2/22,
4545,乌兰察布,2,3,0,1,2020/2/22,
4546,乌海市,2,2,0,0,2020/2/22,
4547,兴安盟,1,1,0,0,2020/2/22,
4548,乌鲁木齐,13,23,0,10,2020/2/22,
4549,伊犁州,12,18,0,6,2020/2/22,
4550,兵团第四师,10,10,0,0,2020/2/22,
4551,兵团第九师,3,4,1,0,2020/2/22,
4552,兵团第十二师,3,3,0,0,2020/2/22,
4553,吐鲁番市,2,3,0,1,2020/2/22,
4554,兵团第八师石河子市,2,4,1,1,2020/2/22,
4555,兵团第六师五家渠市,2,2,0,0,2020/2/22,
4556,昌吉州,1,4,0,3,2020/2/22,
4557,巴州,1,3,0,2,2020/2/22,
4558,兵团第七师,0,1,0,1,2020/2/22,
4559,阿克苏地区,0,1,0,1,2020/2/22,
4560,长春,19,45,0,26,2020/2/22,
4561,辽源,6,7,0,1,2020/2/22,
4562,四平市,5,15,1,9,2020/2/22,
4563,公主岭,3,6,0,3,2020/2/22,
4564,通化,3,4,0,1,2020/2/22,
4565,延边,1,5,0,4,2020/2/22,
4566,白城,1,1,0,0,2020/2/22,
4567,吉林市,0,5,0,5,2020/2/22,
4568,松原,0,2,0,2,2020/2/22,
4569,梅河口,0,1,0,1,2020/2/22,
4570,吴忠,16,28,0,12,2020/2/22,
4571,银川,5,33,0,28,2020/2/22,
4572,固原,2,5,0,3,2020/2/22,
4573,中卫,0,3,0,3,2020/2/22,
4574,宁东,0,1,0,1,2020/2/22,
4575,石嘴山,0,1,0,1,2020/2/22,
4576,兰州,5,36,2,29,2020/2/22,
4577,平凉,3,9,0,6,2020/2/22,
4578,甘南,2,8,0,6,2020/2/22,
4579,定西,1,9,0,8,2020/2/22,
4580,白银,1,4,0,3,2020/2/22,
4581,庆阳,1,3,0,2,2020/2/22,
4582,天水,0,12,0,12,2020/2/22,
4583,陇南,0,4,0,4,2020/2/22,
4584,临夏,0,3,0,3,2020/2/22,
4585,张掖,0,2,0,2,2020/2/22,
4586,金昌,0,1,0,1,2020/2/22,
4587,西宁,0,15,0,15,2020/2/22,
4588,海北州,0,3,0,3,2020/2/22,
4589,拉萨,0,1,0,1,2020/2/22,
4590,武汉,36156,46201,1856,8189,2020/2/23,
4591,孝感,2263,3443,102,1078,2020/2/23,
4592,黄冈,1266,2904,98,1540,2020/2/23,
4593,鄂州,922,1379,40,417,2020/2/23,
4594,荆州,852,1574,41,681,2020/2/23,
4595,随州,772,1300,30,498,2020/2/23,
4596,襄阳,682,1173,28,463,2020/2/23,
4597,宜昌,599,917,29,289,2020/2/23,
4598,荆门,520,918,37,361,2020/2/23,
4599,黄石,504,1001,29,468,2020/2/23,
4600,咸宁,427,836,11,398,2020/2/23,
4601,十堰,398,667,2,267,2020/2/23,
4602,仙桃,304,571,19,248,2020/2/23,
4603,监狱系统,250,253,0,3,2020/2/23,
4604,天门,249,494,13,232,2020/2/23,
4605,恩施州,125,251,3,123,2020/2/23,
4606,潜江,105,191,8,78,2020/2/23,
4607,神农架林区,1,11,0,10,2020/2/23,
4608,深圳,177,417,3,237,2020/2/23,
4609,广州,149,345,0,196,2020/2/23,
4610,东莞,62,94,1,31,2020/2/23,
4611,佛山,48,84,0,36,2020/2/23,
4612,珠海,45,98,1,52,2020/2/23,
4613,中山,17,66,0,49,2020/2/23,
4614,惠州,16,62,0,46,2020/2/23,
4615,江门,14,23,0,9,2020/2/23,
4616,湛江,8,22,0,14,2020/2/23,
4617,肇庆,8,19,1,10,2020/2/23,
4618,茂名,8,14,0,6,2020/2/23,
4619,梅州,5,16,0,11,2020/2/23,
4620,汕头,4,25,0,21,2020/2/23,
4621,韶关,4,10,0,6,2020/2/23,
4622,揭阳,4,8,0,4,2020/2/23,
4623,阳江,3,13,0,10,2020/2/23,
4624,汕尾,3,5,0,2,2020/2/23,
4625,河源,3,4,0,1,2020/2/23,
4626,清远,2,12,0,10,2020/2/23,
4627,潮州,1,5,0,4,2020/2/23,
4628,温州,211,504,1,292,2020/2/23,
4629,台州,48,146,0,98,2020/2/23,
4630,宁波,47,157,0,110,2020/2/23,
4631,杭州,37,169,0,132,2020/2/23,
4632,省十里丰监狱,36,36,0,0,2020/2/23,
4633,嘉兴,20,45,0,25,2020/2/23,
4634,金华,16,55,0,39,2020/2/23,
4635,绍兴,14,42,0,28,2020/2/23,
4636,舟山,5,10,0,5,2020/2/23,
4637,衢州,4,14,0,10,2020/2/23,
4638,丽水,3,17,0,14,2020/2/23,
4639,湖州,3,10,0,7,2020/2/23,
4640,济宁,226,257,0,31,2020/2/23,
4641,烟台,28,47,0,19,2020/2/23,
4642,青岛,23,60,1,36,2020/2/23,
4643,济南,23,47,0,24,2020/2/23,
4644,德州,23,37,2,12,2020/2/23,
4645,潍坊,22,44,0,22,2020/2/23,
4646,威海,16,38,0,22,2020/2/23,
4647,淄博,16,30,0,14,2020/2/23,
4648,聊城,14,38,0,24,2020/2/23,
4649,泰安,13,35,1,21,2020/2/23,
4650,枣庄,6,24,0,18,2020/2/23,
4651,临沂,5,49,0,44,2020/2/23,
4652,日照,5,16,0,11,2020/2/23,
4653,滨州,4,15,0,11,2020/2/23,
4654,菏泽,2,18,0,16,2020/2/23,
4655,合肥,70,174,1,103,2020/2/23,
4656,阜阳,53,155,0,102,2020/2/23,
4657,蚌埠,48,160,5,107,2020/2/23,
4658,亳州,28,108,0,80,2020/2/23,
4659,六安,25,69,0,44,2020/2/23,
4660,马鞍山,19,38,0,19,2020/2/23,
4661,安庆,18,83,0,65,2020/2/23,
4662,宿州,15,41,0,26,2020/2/23,
4663,铜陵,14,29,0,15,2020/2/23,
4664,淮南,12,27,0,15,2020/2/23,
4665,淮北,10,27,0,17,2020/2/23,
4666,池州,7,17,0,10,2020/2/23,
4667,芜湖,6,33,0,27,2020/2/23,
4668,滁州,5,13,0,8,2020/2/23,
4669,黄山,3,9,0,6,2020/2/23,
4670,宣城,2,6,0,4,2020/2/23,
4671,信阳,101,274,2,171,2020/2/23,
4672,郑州,59,157,0,98,2020/2/23,
4673,南阳,39,155,2,114,2020/2/23,
4674,周口,27,76,0,49,2020/2/23,
4675,驻马店,23,139,0,116,2020/2/23,
4676,商丘,19,91,3,69,2020/2/23,
4677,安阳,16,53,0,37,2020/2/23,
4678,平顶山,15,58,1,42,2020/2/23,
4679,焦作,14,32,1,17,2020/2/23,
4680,许昌,13,39,0,26,2020/2/23,
4681,漯河,13,35,0,22,2020/2/23,
4682,洛阳,12,31,1,18,2020/2/23,
4683,开封,10,26,0,16,2020/2/23,
4684,濮阳,10,17,0,7,2020/2/23,
4685,新乡,8,57,3,46,2020/2/23,
4686,鹤壁,8,19,0,11,2020/2/23,
4687,济源,2,5,0,3,2020/2/23,
4688,三门峡,1,7,0,6,2020/2/23,
4689,九江,67,118,0,51,2020/2/23,
4690,南昌,51,229,0,178,2020/2/23,
4691,新余,35,130,0,95,2020/2/23,
4692,上饶,35,123,0,88,2020/2/23,
4693,宜春,34,106,0,72,2020/2/23,
4694,赣州,28,76,1,47,2020/2/23,
4695,抚州,25,72,0,47,2020/2/23,
4696,萍乡,20,33,0,13,2020/2/23,
4697,吉安,11,22,0,11,2020/2/23,
4698,鹰潭,10,18,0,8,2020/2/23,
4699,景德镇,3,6,0,3,2020/2/23,
4700,赣江新区,1,1,0,0,2020/2/23,
4701,长沙,97,242,2,143,2020/2/23,
4702,岳阳,64,156,1,91,2020/2/23,
4703,株洲,30,80,0,50,2020/2/23,
4704,常德,21,82,0,61,2020/2/23,
4705,娄底,21,76,0,55,2020/2/23,
4706,邵阳,13,102,1,88,2020/2/23,
4707,衡阳,11,48,0,37,2020/2/23,
4708,湘潭,11,36,0,25,2020/2/23,
4709,郴州,8,39,0,31,2020/2/23,
4710,益阳,7,59,0,52,2020/2/23,
4711,永州,6,43,0,37,2020/2/23,
4712,怀化,2,40,0,38,2020/2/23,
