id,city,curr_diagnose,sum_diagnose,death,cure,date,note
4713,湘西自治州,0,8,0,8,2020/2/23,
4714,张家界,0,5,0,5,2020/2/23,
4715,成都,62,143,3,78,2020/2/23,
4716,甘孜州,57,69,0,12,2020/2/23,
4717,达州,28,41,0,13,2020/2/23,
4718,南充,17,39,0,22,2020/2/23,
4719,泸州,16,24,0,8,2020/2/23,
4720,巴中,14,24,0,10,2020/2/23,
4721,内江,11,22,0,11,2020/2/23,
4722,德阳,11,18,0,7,2020/2/23,
4723,广安,10,30,0,20,2020/2/23,
4724,绵阳,10,22,0,12,2020/2/23,
4725,遂宁,7,17,0,10,2020/2/23,
4726,凉山州,5,13,0,8,2020/2/23,
4727,宜宾,4,12,0,8,2020/2/23,
4728,雅安,3,7,0,4,2020/2/23,
4729,自贡,2,9,0,7,2020/2/23,
4730,眉山,2,8,0,6,2020/2/23,
4731,乐山,1,3,0,2,2020/2/23,
4732,资阳,1,3,0,2,2020/2/23,
4733,攀枝花,0,16,0,16,2020/2/23,
4734,广元,0,6,0,6,2020/2/23,
4735,阿坝州,0,1,0,1,2020/2/23,
4736,哈尔滨,118,198,3,77,2020/2/23,
4737,双鸭山,29,52,3,20,2020/2/23,
4738,鸡西,28,46,0,18,2020/2/23,
4739,齐齐哈尔,18,43,1,24,2020/2/23,
4740,大庆,16,26,1,9,2020/2/23,
4741,绥化,14,47,4,29,2020/2/23,
4742,七台河,7,17,0,10,2020/2/23,
4743,牡丹江,7,14,0,7,2020/2/23,
4744,黑河,5,14,0,9,2020/2/23,
4745,鹤岗,1,5,0,4,2020/2/23,
4746,伊春,1,1,0,0,2020/2/23,
4747,佳木斯,0,15,0,15,2020/2/23,
4748,大兴安岭,0,2,0,2,2020/2/23,
4749,万州区,48,118,4,66,2020/2/23,
4750,江北区,17,28,0,11,2020/2/23,
4751,綦江区,11,23,0,12,2020/2/23,
4752,长寿区,11,22,0,11,2020/2/23,
4753,奉节县,11,22,0,11,2020/2/23,
4754,潼南区,11,18,0,7,2020/2/23,
4755,合川区,10,23,0,13,2020/2/23,
4756,垫江县,10,20,0,10,2020/2/23,
4757,南岸区,10,15,0,5,2020/2/23,
4758,九龙坡区,8,20,1,11,2020/2/23,
4759,沙坪坝区,8,9,0,1,2020/2/23,
4760,渝北区,7,17,0,10,2020/2/23,
4761,两江新区,7,17,0,10,2020/2/23,
4762,铜梁区,6,10,0,4,2020/2/23,
4763,丰都县,6,10,0,4,2020/2/23,
4764,大足区,5,14,0,9,2020/2/23,
4765,巫溪县,5,14,0,9,2020/2/23,
4766,云阳县,4,25,0,21,2020/2/23,
4767,开州区,4,21,1,16,2020/2/23,
4768,渝中区,4,20,0,16,2020/2/23,
4769,石柱县,4,15,0,11,2020/2/23,
4770,巫山县,4,10,0,6,2020/2/23,
4771,荣昌区,4,9,0,5,2020/2/23,
4772,忠县,3,21,0,18,2020/2/23,
4773,巴南区,3,6,0,3,2020/2/23,
4774,涪陵区,3,5,0,2,2020/2/23,
4775,璧山区,2,9,0,7,2020/2/23,
4776,高新区,2,4,0,2,2020/2/23,
4777,彭水县,2,2,0,0,2020/2/23,
4778,大渡口区,1,7,0,6,2020/2/23,
4779,永川区,1,5,0,4,2020/2/23,
4780,酉阳县,1,1,0,0,2020/2/23,
4781,万盛经开区,1,1,0,0,2020/2/23,
4782,江津区,0,4,0,4,2020/2/23,
4783,梁平区,0,4,0,4,2020/2/23,
4784,黔江区,0,2,0,2,2020/2/23,
4785,城口县,0,2,0,2,2020/2/23,
4786,武隆区,0,1,0,1,2020/2/23,
4787,秀山县,0,1,0,1,2020/2/23,
4788,南京,41,93,0,52,2020/2/23,
4789,苏州,37,87,0,50,2020/2/23,
4790,淮安,27,66,0,39,2020/2/23,
4791,连云港,24,48,0,24,2020/2/23,
4792,常州,15,51,0,36,2020/2/23,
4793,无锡,14,55,0,41,2020/2/23,
4794,徐州,13,79,0,66,2020/2/23,
4795,泰州,11,37,0,26,2020/2/23,
4796,南通,7,40,0,33,2020/2/23,
4797,扬州,6,23,0,17,2020/2/23,
4798,宿迁,4,13,0,9,2020/2/23,
4799,盐城,3,27,0,24,2020/2/23,
4800,镇江,2,12,0,10,2020/2/23,
4801,海淀区,62,62,0,0,2020/2/23,
4802,朝阳区,60,60,0,0,2020/2/23,
4803,西城区,53,53,0,0,2020/2/23,
4804,丰台区,38,41,0,3,2020/2/23,
4805,大兴区,37,39,0,2,2020/2/23,
4806,昌平区,29,29,0,0,2020/2/23,
4807,外地来京人员,24,26,0,2,2020/2/23,
4808,通州区,18,19,0,1,2020/2/23,
4809,房山区,13,16,0,3,2020/2/23,
4810,石景山区,13,14,0,1,2020/2/23,
4811,东城区,11,12,0,1,2020/2/23,
4812,顺义区,10,10,0,0,2020/2/23,
4813,怀柔区,7,7,0,0,2020/2/23,
4814,密云区,7,7,0,0,2020/2/23,
4815,门头沟区,1,3,0,2,2020/2/23,
4816,延庆区,1,1,0,0,2020/2/23,
4817,北海,29,44,1,14,2020/2/23,
4818,南宁,26,55,0,29,2020/2/23,
4819,河池,22,27,1,4,2020/2/23,
4820,桂林,15,32,0,17,2020/2/23,
4821,防城港,13,19,0,6,2020/2/23,
4822,柳州,12,24,0,12,2020/2/23,
4823,来宾,11,11,0,0,2020/2/23,
4824,玉林,5,11,0,6,2020/2/23,
4825,贵港,5,8,0,3,2020/2/23,
4826,贺州,2,4,0,2,2020/2/23,
4827,钦州,1,8,0,7,2020/2/23,
4828,百色,1,3,0,2,2020/2/23,
4829,梧州,0,5,0,5,2020/2/23,
4830,莆田,31,55,0,24,2020/2/23,
4831,泉州,25,46,0,21,2020/2/23,
4832,福州,17,71,1,53,2020/2/23,
4833,厦门,16,35,0,19,2020/2/23,
4834,南平,10,20,0,10,2020/2/23,
4835,三明,9,14,0,5,2020/2/23,
4836,宁德,6,26,0,20,2020/2/23,
4837,漳州,6,20,0,14,2020/2/23,
4838,龙岩,2,6,0,4,2020/2/23,
4839,唐山,37,58,1,20,2020/2/23,
4840,沧州,17,48,3,28,2020/2/23,
4841,石家庄,8,29,0,21,2020/2/23,
4842,张家口,6,34,0,28,2020/2/23,
4843,邯郸,6,32,0,26,2020/2/23,
4844,保定,3,32,0,29,2020/2/23,
4845,廊坊,3,30,0,27,2020/2/23,
4846,邢台,3,23,1,19,2020/2/23,
4847,秦皇岛,1,10,1,8,2020/2/23,
4848,衡水,0,8,0,8,2020/2/23,
4849,承德,0,7,0,7,2020/2/23,
4850,外地来沪人员,29,111,1,81,2020/2/23,
4851,浦东新区,12,60,0,48,2020/2/23,
4852,宝山区,9,21,0,12,2020/2/23,
4853,静安区,4,16,0,12,2020/2/23,
4854,松江区,4,14,0,10,2020/2/23,
4855,奉贤区,4,9,0,5,2020/2/23,
4856,闵行区,3,19,0,16,2020/2/23,
4857,徐汇区,3,18,0,15,2020/2/23,
4858,普陀区,3,11,0,8,2020/2/23,
4859,杨浦区,3,9,0,6,2020/2/23,
4860,嘉定区,3,9,0,6,2020/2/23,
4861,虹口区,2,7,0,5,2020/2/23,
4862,黄浦区,2,6,0,4,2020/2/23,
4863,崇明区,2,4,0,2,2020/2/23,
4864,长宁区,1,13,0,12,2020/2/23,
4865,金山区,1,3,0,2,2020/2/23,
4866,青浦区,0,5,0,5,2020/2/23,
4867,西安,39,120,1,80,2020/2/23,
4868,汉中,16,26,0,10,2020/2/23,
4869,安康,9,26,0,17,2020/2/23,
4870,渭南,8,15,0,7,2020/2/23,
4871,咸阳,3,17,0,14,2020/2/23,
4872,宝鸡,2,13,0,11,2020/2/23,
4873,铜川,2,8,0,6,2020/2/23,
4874,商洛,2,7,0,5,2020/2/23,
4875,杨凌,1,1,0,0,2020/2/23,
4876,延安,0,8,0,8,2020/2/23,
4877,榆林,0,3,0,3,2020/2/23,
4878,韩城,0,1,0,1,2020/2/23,
4879,昆明,21,53,0,32,2020/2/23,
4880,昭通,11,25,0,14,2020/2/23,
4881,红河州,5,9,0,4,2020/2/23,
4882,玉溪,4,14,1,9,2020/2/23,
4883,曲靖,4,13,0,9,2020/2/23,
4884,保山,4,9,0,5,2020/2/23,
4885,德宏州,3,5,0,2,2020/2/23,
4886,西双版纳,2,15,1,12,2020/2/23,
4887,大理州,2,13,0,11,2020/2/23,
4888,文山州,1,2,0,1,2020/2/23,
4889,丽江,0,7,0,7,2020/2/23,
4890,普洱,0,4,0,4,2020/2/23,
4891,楚雄州,0,4,0,4,2020/2/23,
4892,临沧,0,1,0,1,2020/2/23,
4893,三亚,21,54,1,32,2020/2/23,
4894,海口,20,39,0,19,2020/2/23,
4895,万宁,4,13,0,9,2020/2/23,
4896,昌江,4,7,0,3,2020/2/23,
4897,儋州,2,15,1,12,2020/2/23,
4898,澄迈,2,9,1,6,2020/2/23,
4899,临高,2,6,0,4,2020/2/23,
4900,保亭,2,3,0,1,2020/2/23,
4901,琼海,1,6,1,4,2020/2/23,
4902,东方,1,3,0,2,2020/2/23,
4903,陵水,0,4,0,4,2020/2/23,
4904,定安,0,3,1,2,2020/2/23,
4905,文昌,0,3,0,3,2020/2/23,
4906,乐东,0,2,0,2,2020/2/23,
4907,琼中,0,1,0,1,2020/2/23,
4908,宝坻区,32,60,2,26,2020/2/23,
4909,河东区,4,15,1,10,2020/2/23,
4910,南开区,4,6,0,2,2020/2/23,
4911,北辰区,3,6,0,3,2020/2/23,
4912,宁河区,3,4,0,1,2020/2/23,
4913,河北区,2,12,0,10,2020/2/23,
4914,和平区,1,6,0,5,2020/2/23,
4915,外地来津人员,1,6,0,5,2020/2/23,
4916,滨海新区,1,3,0,2,2020/2/23,
4917,东丽区,0,4,0,4,2020/2/23,
4918,河西区,0,4,0,4,2020/2/23,
4919,西青区,0,4,0,4,2020/2/23,
4920,武清区,0,2,0,2,2020/2/23,
4921,红桥区,0,2,0,2,2020/2/23,
4922,津南区,0,1,0,1,2020/2/23,
4923,大连,10,19,0,9,2020/2/23,
4924,沈阳,6,28,0,22,2020/2/23,
4925,葫芦岛,6,12,1,5,2020/2/23,
4926,阜新,5,8,0,3,2020/2/23,
4927,铁岭,5,7,0,2,2020/2/23,
4928,盘锦,4,11,0,7,2020/2/23,
4929,鞍山,4,4,0,0,2020/2/23,
4930,锦州,3,12,0,9,2020/2/23,
4931,朝阳,3,6,0,3,2020/2/23,
4932,丹东,1,7,0,6,2020/2/23,
4933,本溪,0,3,0,3,2020/2/23,
4934,辽阳,0,3,0,3,2020/2/23,
4935,营口,0,1,0,1,2020/2/23,
4936,伊犁州,12,18,0,6,2020/2/23,
4937,乌鲁木齐,10,23,0,13,2020/2/23,
4938,兵团第四师,10,10,0,0,2020/2/23,
4939,兵团第九师,3,4,1,0,2020/2/23,
4940,兵团第十二师,3,3,0,0,2020/2/23,
4941,吐鲁番市,2,3,0,1,2020/2/23,
4942,兵团第八师石河子市,2,4,1,1,2020/2/23,
4943,兵团第六师五家渠市,2,2,0,0,2020/2/23,
4944,昌吉州,1,4,0,3,2020/2/23,
4945,巴州,1,3,0,2,2020/2/23,
4946,兵团第七师,0,1,0,1,2020/2/23,
4947,阿克苏地区,0,1,0,1,2020/2/23,
4948,包头,7,11,0,4,2020/2/23,
4949,锡林郭勒盟,7,9,0,2,2020/2/23,
4950,赤峰,6,9,0,3,2020/2/23,
4951,通辽,6,7,0,1,2020/2/23,
4952,呼和浩特,5,7,0,2,2020/2/23,
4953,鄂尔多斯,4,11,0,7,2020/2/23,
4954,呼伦贝尔,3,7,0,4,2020/2/23,
4955,巴彦淖尔,2,8,0,6,2020/2/23,
4956,乌兰察布,2,3,0,1,2020/2/23,
4957,乌海市,2,2,0,0,2020/2/23,
4958,兴安盟,1,1,0,0,2020/2/23,
4959,晋中,13,36,0,23,2020/2/23,
4960,太原,8,20,0,12,2020/2/23,
4961,晋城,5,10,0,5,2020/2/23,
4962,长治,5,8,0,3,2020/2/23,
4963,大同,4,12,0,8,2020/2/23,
4964,朔州,3,8,0,5,2020/2/23,
4965,忻州,3,7,0,4,2020/2/23,
4966,运城,2,19,0,17,2020/2/23,
4967,临汾,1,2,0,1,2020/2/23,
4968,吕梁,0,6,0,6,2020/2/23,
4969,阳泉,0,4,0,4,2020/2/23,
4970,遵义,14,32,0,18,2020/2/23,
4971,贵阳,12,36,1,23,2020/2/23,
4972,毕节,9,23,0,14,2020/2/23,
4973,黔南州,4,17,0,13,2020/2/23,
4974,六盘水,1,10,1,8,2020/2/23,
4975,黔东南州,1,10,0,9,2020/2/23,
4976,安顺,1,4,0,3,2020/2/23,
4977,铜仁,0,10,0,10,2020/2/23,
4978,黔西南州,0,4,0,4,2020/2/23,
4979,长春,18,45,0,27,2020/2/23,
4980,辽源,6,7,0,1,2020/2/23,
4981,四平市,5,15,1,9,2020/2/23,
4982,通化,4,6,0,2,2020/2/23,
4983,公主岭,3,6,0,3,2020/2/23,
4984,延边,1,5,0,4,2020/2/23,
4985,白城,1,1,0,0,2020/2/23,
4986,吉林市,0,5,0,5,2020/2/23,
4987,松原,0,2,0,2,2020/2/23,
4988,梅河口,0,1,0,1,2020/2/23,
4989,吴忠,9,28,0,19,2020/2/23,
4990,银川,4,33,0,29,2020/2/23,
4991,固原,2,5,0,3,2020/2/23,
4992,中卫,0,3,0,3,2020/2/23,
4993,宁东,0,1,0,1,2020/2/23,
4994,石嘴山,0,1,0,1,2020/2/23,
4995,兰州,3,36,2,31,2020/2/23,
4996,平凉,3,9,0,6,2020/2/23,
4997,甘南,2,8,0,6,2020/2/23,
4998,定西,1,9,0,8,2020/2/23,
4999,白银,1,4,0,3,2020/2/23,
5000,庆阳,1,3,0,2,2020/2/23,
5001,天水,0,12,0,12,2020/2/23,
5002,陇南,0,4,0,4,2020/2/23,
5003,临夏,0,3,0,3,2020/2/23,
5004,张掖,0,2,0,2,2020/2/23,
5005,金昌,0,1,0,1,2020/2/23,
5006,西宁,0,15,0,15,2020/2/23,
5007,海北州,0,3,0,3,2020/2/23,
5008,拉萨,0,1,0,1,2020/2/23,
5009,武汉,35670,46607,1987,8950,2020/2/24,
5010,孝感,2180,3465,108,1177,2020/2/24,
5011,黄冈,1142,2904,103,1659,2020/2/24,
5012,鄂州,873,1383,40,470,2020/2/24,
5013,荆州,798,1574,42,734,2020/2/24,
5014,随州,719,1303,33,551,2020/2/24,
5015,襄阳,624,1174,29,521,2020/2/24,
5016,宜昌,591,924,29,304,2020/2/24,
5017,荆门,494,920,37,389,2020/2/24,
5018,黄石,484,1005,30,491,2020/2/24,
5019,咸宁,380,836,11,445,2020/2/24,
5020,十堰,374,669,2,293,2020/2/24,
5021,仙桃,286,573,19,268,2020/2/24,
5022,天门,223,494,13,258,2020/2/24,
5023,潜江,104,194,8,82,2020/2/24,
5024,恩施州,101,251,4,146,2020/2/24,
5025,神农架林区,1,11,0,10,2020/2/24,
5026,深圳,165,417,3,249,2020/2/24,
5027,广州,141,345,0,204,2020/2/24,
5028,东莞,59,96,1,36,2020/2/24,
5029,佛山,48,84,0,36,2020/2/24,
5030,珠海,43,98,1,54,2020/2/24,
5031,惠州,16,62,0,46,2020/2/24,
5032,中山,15,66,0,51,2020/2/24,
5033,江门,14,23,0,9,2020/2/24,
5034,湛江,8,22,0,14,2020/2/24,
5035,肇庆,8,19,1,10,2020/2/24,
5036,茂名,7,14,0,7,2020/2/24,
5037,梅州,5,16,0,11,2020/2/24,
5038,汕头,4,25,0,21,2020/2/24,
5039,阳江,4,14,0,10,2020/2/24,
5040,韶关,4,10,0,6,2020/2/24,
5041,揭阳,3,8,0,5,2020/2/24,
5042,汕尾,3,5,0,2,2020/2/24,
5043,河源,3,4,0,1,2020/2/24,
5044,清远,2,12,0,10,2020/2/24,
5045,潮州,1,5,0,4,2020/2/24,
5046,温州,197,504,1,306,2020/2/24,
5047,台州,48,146,0,98,2020/2/24,
5048,宁波,43,157,0,114,2020/2/24,
5049,杭州,38,169,0,131,2020/2/24,
5050,省十里丰监狱,36,36,0,0,2020/2/24,
5051,嘉兴,17,45,0,28,2020/2/24,
5052,金华,16,55,0,39,2020/2/24,
5053,绍兴,12,42,0,30,2020/2/24,
5054,舟山,5,10,0,5,2020/2/24,
5055,衢州,4,14,0,10,2020/2/24,
5056,丽水,3,17,0,14,2020/2/24,
5057,湖州,3,10,0,7,2020/2/24,
5058,济宁,223,257,0,34,2020/2/24,
5059,烟台,27,47,0,20,2020/2/24,
5060,济南,23,47,0,24,2020/2/24,
5061,潍坊,22,44,0,22,2020/2/24,
5062,青岛,21,60,1,38,2020/2/24,
5063,德州,20,37,2,15,2020/2/24,
5064,威海,13,38,0,25,2020/2/24,
5065,聊城,13,38,0,25,2020/2/24,
5066,淄博,13,30,1,16,2020/2/24,
5067,泰安,11,35,2,22,2020/2/24,
5068,临沂,5,49,0,44,2020/2/24,
5069,枣庄,5,24,0,19,2020/2/24,
5070,日照,5,16,0,11,2020/2/24,
5071,滨州,4,15,0,11,2020/2/24,
5072,菏泽,1,18,0,17,2020/2/24,
5073,合肥,70,174,1,103,2020/2/24,
5074,阜阳,51,155,0,104,2020/2/24,
5075,蚌埠,48,160,5,107,2020/2/24,
5076,亳州,27,108,0,81,2020/2/24,
5077,六安,25,69,0,44,2020/2/24,
5078,马鞍山,19,38,0,19,2020/2/24,
5079,安庆,14,83,0,69,2020/2/24,
5080,宿州,12,41,0,29,2020/2/24,
5081,淮南,12,27,0,15,2020/2/24,
5082,铜陵,11,29,0,18,2020/2/24,
5083,淮北,10,27,0,17,2020/2/24,
5084,芜湖,6,33,0,27,2020/2/24,
5085,池州,6,17,0,11,2020/2/24,
5086,滁州,4,13,0,9,2020/2/24,
5087,黄山,3,9,0,6,2020/2/24,
5088,宣城,2,6,0,4,2020/2/24,
5089,信阳,81,274,2,191,2020/2/24,
5090,郑州,46,157,0,111,2020/2/24,
5091,南阳,28,155,3,124,2020/2/24,
5092,周口,25,76,0,51,2020/2/24,
5093,驻马店,18,139,0,121,2020/2/24,
5094,商丘,14,91,3,74,2020/2/24,
5095,平顶山,14,58,1,43,2020/2/24,
5096,许昌,13,39,0,26,2020/2/24,
5097,安阳,12,53,0,41,2020/2/24,
5098,漯河,12,35,0,23,2020/2/24,
5099,洛阳,12,31,1,18,2020/2/24,
5100,开封,10,26,0,16,2020/2/24,
5101,鹤壁,8,19,0,11,2020/2/24,
5102,焦作,7,32,1,24,2020/2/24,
5103,濮阳,7,17,0,10,2020/2/24,
5104,新乡,6,57,3,48,2020/2/24,
5105,济源,2,5,0,3,2020/2/24,
5106,三门峡,0,7,1,6,2020/2/24,
5107,九江,61,118,0,57,2020/2/24,
5108,南昌,48,229,0,181,2020/2/24,
5109,上饶,33,123,0,90,2020/2/24,
5110,宜春,30,106,0,76,2020/2/24,
5111,新余,27,130,0,103,2020/2/24,
5112,赣州,26,76,1,49,2020/2/24,
5113,抚州,21,72,0,51,2020/2/24,
5114,萍乡,17,33,0,16,2020/2/24,
5115,鹰潭,12,18,0,6,2020/2/24,
5116,吉安,9,22,0,13,2020/2/24,
5117,景德镇,3,6,0,3,2020/2/24,
5118,赣江新区,1,1,0,0,2020/2/24,
5119,长沙,97,242,2,143,2020/2/24,
5120,岳阳,64,156,1,91,2020/2/24,
5121,株洲,28,80,0,52,2020/2/24,
5122,娄底,21,76,0,55,2020/2/24,
5123,常德,20,82,0,62,2020/2/24,
5124,邵阳,13,102,1,88,2020/2/24,
5125,衡阳,11,48,0,37,2020/2/24,
5126,湘潭,11,36,0,25,2020/2/24,
5127,郴州,8,39,0,31,2020/2/24,
5128,益阳,4,59,0,55,2020/2/24,
5129,永州,2,43,0,41,2020/2/24,
5130,怀化,2,40,0,38,2020/2/24,
5131,湘西自治州,0,8,0,8,2020/2/24,
5132,张家界,0,5,0,5,2020/2/24,
5133,成都,62,143,3,78,2020/2/24,
5134,甘孜州,51,69,0,18,2020/2/24,
5135,达州,26,41,0,15,2020/2/24,
5136,南充,17,39,0,22,2020/2/24,
5137,泸州,14,24,0,10,2020/2/24,
5138,巴中,14,24,0,10,2020/2/24,
5139,德阳,11,18,0,7,2020/2/24,
5140,广安,10,30,0,20,2020/2/24,
5141,绵阳,10,22,0,12,2020/2/24,
5142,内江,9,22,0,13,2020/2/24,
5143,遂宁,7,17,0,10,2020/2/24,
5144,凉山州,5,13,0,8,2020/2/24,
5145,宜宾,4,12,0,8,2020/2/24,
5146,雅安,3,7,0,4,2020/2/24,
5147,自贡,2,9,0,7,2020/2/24,
5148,眉山,2,8,0,6,2020/2/24,
5149,资阳,1,3,0,2,2020/2/24,
5150,攀枝花,0,16,0,16,2020/2/24,
5151,广元,0,6,0,6,2020/2/24,
5152,乐山,0,3,0,3,2020/2/24,
5153,阿坝州,0,1,0,1,2020/2/24,
5154,哈尔滨,118,198,3,77,2020/2/24,
5155,双鸭山,29,52,3,20,2020/2/24,
5156,鸡西,26,46,0,20,2020/2/24,
5157,齐齐哈尔,16,43,1,26,2020/2/24,
5158,绥化,14,47,4,29,2020/2/24,
5159,大庆,13,26,1,12,2020/2/24,
5160,七台河,7,17,0,10,2020/2/24,
5161,牡丹江,6,14,0,8,2020/2/24,
5162,黑河,5,14,0,9,2020/2/24,
5163,鹤岗,1,5,0,4,2020/2/24,
5164,伊春,1,1,0,0,2020/2/24,
5165,佳木斯,0,15,0,15,2020/2/24,
5166,大兴安岭,0,2,0,2,2020/2/24,
5167,万州区,42,118,4,72,2020/2/24,
5168,江北区,17,28,0,11,2020/2/24,
5169,长寿区,11,22,0,11,2020/2/24,
5170,潼南区,11,18,0,7,2020/2/24,
5171,綦江区,10,23,0,13,2020/2/24,
5172,奉节县,10,22,0,12,2020/2/24,
5173,垫江县,10,20,0,10,2020/2/24,
5174,南岸区,10,15,0,5,2020/2/24,
5175,合川区,9,23,0,14,2020/2/24,
5176,九龙坡区,9,21,1,11,2020/2/24,
5177,沙坪坝区,8,9,0,1,2020/2/24,
5178,渝北区,7,17,0,10,2020/2/24,
5179,两江新区,7,17,0,10,2020/2/24,
5180,铜梁区,6,10,0,4,2020/2/24,
5181,丰都县,6,10,0,4,2020/2/24,
5182,大足区,5,14,0,9,2020/2/24,
5183,云阳县,4,25,0,21,2020/2/24,
5184,渝中区,4,20,0,16,2020/2/24,
5185,石柱县,4,15,0,11,2020/2/24,
5186,巫溪县,4,14,0,10,2020/2/24,
5187,荣昌区,4,9,0,5,2020/2/24,
5188,忠县,3,21,0,18,2020/2/24,
5189,巫山县,3,10,0,7,2020/2/24,
5190,巴南区,3,6,0,3,2020/2/24,
5191,涪陵区,3,5,0,2,2020/2/24,
5192,开州区,2,21,1,18,2020/2/24,
5193,璧山区,2,9,0,7,2020/2/24,
5194,彭水县,2,2,0,0,2020/2/24,
5195,大渡口区,1,7,0,6,2020/2/24,
5196,永川区,1,5,0,4,2020/2/24,
5197,高新区,1,4,0,3,2020/2/24,
5198,酉阳,1,1,0,0,2020/2/24,
5199,万盛经开区,1,1,0,0,2020/2/24,
5200,江津区,0,4,0,4,2020/2/24,
5201,梁平区,0,4,0,4,2020/2/24,
5202,黔江区,0,2,0,2,2020/2/24,
5203,城口县,0,2,0,2,2020/2/24,
5204,武隆区,0,1,0,1,2020/2/24,
5205,秀山县,0,1,0,1,2020/2/24,
5206,海淀区,62,62,0,0,2020/2/24,
5207,朝阳区,60,60,0,0,2020/2/24,
5208,西城区,53,53,0,0,2020/2/24,
5209,丰台区,38,41,0,3,2020/2/24,
5210,大兴区,37,39,0,2,2020/2/24,
5211,昌平区,29,29,0,0,2020/2/24,
5212,外地来京人员,24,26,0,2,2020/2/24,
5213,通州区,18,19,0,1,2020/2/24,
5214,房山区,13,16,0,3,2020/2/24,
5215,石景山区,13,14,0,1,2020/2/24,
5216,东城区,11,12,0,1,2020/2/24,
5217,顺义区,10,10,0,0,2020/2/24,
5218,怀柔区,7,7,0,0,2020/2/24,
5219,密云区,7,7,0,0,2020/2/24,
5220,门头沟区,1,3,0,2,2020/2/24,
5221,延庆区,1,1,0,0,2020/2/24,
5222,南京,36,93,0,57,2020/2/24,
5223,苏州,30,87,0,57,2020/2/24,
5224,连云港,24,48,0,24,2020/2/24,
5225,淮安,20,66,0,46,2020/2/24,
5226,无锡,14,55,0,41,2020/2/24,
5227,徐州,12,79,0,67,2020/2/24,
5228,泰州,11,37,0,26,2020/2/24,
5229,常州,10,51,0,41,2020/2/24,
5230,南通,7,40,0,33,2020/2/24,
5231,扬州,6,23,0,17,2020/2/24,
5232,宿迁,4,13,0,9,2020/2/24,
5233,盐城,3,27,0,24,2020/2/24,
5234,镇江,2,12,0,10,2020/2/24,
5235,北海,22,44,1,21,2020/2/24,
5236,河池,22,28,1,5,2020/2/24,
5237,南宁,21,55,0,34,2020/2/24,
5238,柳州,12,24,0,12,2020/2/24,
5239,防城港,11,19,0,8,2020/2/24,
5240,来宾,11,11,0,0,2020/2/24,
5241,桂林,9,32,0,23,2020/2/24,
5242,玉林,5,11,0,6,2020/2/24,
5243,贵港,4,8,0,4,2020/2/24,
5244,贺州,2,4,0,2,2020/2/24,
5245,钦州,1,8,0,7,2020/2/24,
5246,百色,1,3,0,2,2020/2/24,
5247,梧州,0,5,0,5,2020/2/24,
5248,莆田,25,55,0,30,2020/2/24,
5249,泉州,25,46,0,21,2020/2/24,
5250,福州,14,71,1,56,2020/2/24,
5251,厦门,12,35,0,23,2020/2/24,
5252,南平,10,20,0,10,2020/2/24,
5253,三明,9,14,0,5,2020/2/24,
5254,宁德,6,26,0,20,2020/2/24,
5255,漳州,6,20,0,14,2020/2/24,
5256,龙岩,2,6,0,4,2020/2/24,
5257,外地来沪人员,24,111,1,86,2020/2/24,
5258,浦东新区,11,60,0,49,2020/2/24,
5259,宝山区,9,21,0,12,2020/2/24,
5260,静安区,4,16,0,12,2020/2/24,
5261,徐汇区,3,18,0,15,2020/2/24,
5262,松江区,3,14,0,11,2020/2/24,
5263,嘉定区,3,9,0,6,2020/2/24,
5264,闵行区,2,19,0,17,2020/2/24,
5265,普陀区,2,11,0,9,2020/2/24,
5266,杨浦区,2,9,0,7,2020/2/24,
5267,奉贤区,2,9,0,7,2020/2/24,
5268,虹口区,2,7,0,5,2020/2/24,
5269,黄浦区,2,6,0,4,2020/2/24,
5270,崇明区,2,4,0,2,2020/2/24,
5271,长宁区,1,13,0,12,2020/2/24,
5272,金山区,1,3,0,2,2020/2/24,
5273,青浦区,0,5,0,5,2020/2/24,
5274,西安,34,120,1,85,2020/2/24,
5275,汉中,13,26,0,13,2020/2/24,
5276,安康,9,26,0,17,2020/2/24,
5277,渭南,7,15,0,8,2020/2/24,
5278,咸阳,2,17,0,15,2020/2/24,
5279,铜川,2,8,0,6,2020/2/24,
5280,商洛,2,7,0,5,2020/2/24,
5281,宝鸡,1,13,0,12,2020/2/24,
5282,杨凌,1,1,0,0,2020/2/24,
5283,延安,0,8,0,8,2020/2/24,
5284,榆林,0,3,0,3,2020/2/24,
5285,韩城,0,1,0,1,2020/2/24,
5286,唐山,30,58,1,27,2020/2/24,
5287,沧州,14,48,3,31,2020/2/24,
5288,石家庄,7,29,0,22,2020/2/24,
5289,邯郸,5,32,0,27,2020/2/24,
5290,邢台,3,23,1,19,2020/2/24,
5291,张家口,2,34,0,32,2020/2/24,
5292,廊坊,2,30,0,28,2020/2/24,
5293,秦皇岛,1,10,1,8,2020/2/24,
5294,保定,0,32,0,32,2020/2/24,
5295,衡水,0,8,0,8,2020/2/24,
5296,承德,0,7,0,7,2020/2/24,
5297,昆明,17,53,0,36,2020/2/24,
5298,昭通,11,25,0,14,2020/2/24,
5299,红河州,5,9,0,4,2020/2/24,
5300,曲靖,4,13,0,9,2020/2/24,
5301,保山,4,9,0,5,2020/2/24,
5302,德宏州,3,5,0,2,2020/2/24,
5303,西双版纳,2,15,1,12,2020/2/24,
5304,玉溪,1,14,1,12,2020/2/24,
